REGION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FLOODS,ANNUAL_RAINFALL
region_7906,1044.62,759.81,572.25,492.03,184.13,68.2,58.1,26.02,144.3,639.42,775.06,644.31,YES,5408.25
region_7907,1168.05,763.06,684.68,595.34,238.09,59.39,10.64,23.61,390.7,244.0,649.16,629.7,YES,5456.419999999999
region_7908,953.6,1151.07,723.92,417.76,198.6,71.96,32.2,33.01,351.74,500.6,593.0,541.52,YES,5568.980000000001
region_7909,665.45,1098.62,541.65,437.03,92.83,53.9,37.01,19.08,243.51,546.22,344.82,635.13,NO,4715.25
region_7910,1041.1,1000.34,513.25,476.99,123.29,37.91,24.58,20.76,329.17,636.07,421.76,982.64,YES,5607.860000000001
region_7911,649.22,898.05,683.81,507.67,129.23,74.7,19.67,17.02,407.13,516.98,616.12,857.29,NO,5376.89
region_7912,730.28,1179.26,634.68,378.78,154.32,65.08,31.56,26.54,184.58,626.93,384.07,871.82,YES,5267.9
region_7913,816.55,826.17,715.77,599.02,185.9,33.75,35.17,13.52,341.7,339.95,538.41,775.85,NO,5221.76
region_7914,774.91,975.04,598.36,442.5,122.08,49.56,48.81,13.76,169.19,674.34,670.86,756.02,YES,5295.43
region_7915,847.63,1159.95,710.7,512.33,103.26,78.43,14.91,17.95,387.52,362.2,712.57,505.87,YES,5413.319999999999
region_7916,808.07,1083.49,622.6,513.24,208.54,34.35,49.22,11.43,423.09,531.41,235.11,811.23,YES,5331.779999999999
region_7917,1093.54,963.18,747.38,430.92,219.11,34.93,10.23,18.21,428.8,325.98,251.01,992.58,YES,5515.870000000001
region_7918,1065.68,874.62,692.52,514.58,89.38,77.21,4.05,6.79,287.44,199.66,748.89,549.55,YES,5110.370000000001
region_7919,702.78,925.07,611.98,516.15,101.46,28.17,28.03,11.73,140.91,656.01,689.38,565.67,NO,4977.34
region_7920,1032.85,821.91,490.7,367.08,149.56,67.9,48.53,14.7,163.07,628.59,302.77,647.49,NO,4735.15
region_7921,932.65,751.32,585.87,388.14,113.15,73.26,11.04,29.55,324.51,598.56,545.04,654.26,NO,5007.35
region_7922,965.35,852.53,457.32,578.71,126.07,35.04,3.17,12.14,337.65,595.88,240.96,791.77,YES,4996.59
region_7923,1151.41,788.06,670.33,492.07,147.84,43.97,18.3,10.34,321.43,568.04,292.18,714.36,YES,5218.330000000001
region_7924,712.62,943.73,500.09,403.08,142.41,78.1,48.49,22.17,279.47,354.59,736.92,669.28,NO,4890.95
region_7925,1198.68,1136.56,492.18,357.0,93.36,26.2,29.67,9.67,456.3,287.33,515.23,812.06,YES,5414.24
region_7926,936.44,1101.54,461.63,435.62,208.08,44.15,16.7,19.66,163.19,282.58,522.02,900.74,YES,5092.349999999999
region_7927,654.06,709.54,692.98,388.65,177.23,33.87,6.6,10.77,291.87,343.88,741.64,985.91,NO,5037.0
region_7928,1034.94,1133.66,499.14,426.78,179.08,25.03,51.2,10.77,487.67,543.01,737.53,580.18,YES,5708.990000000001
region_7929,651.96,1121.76,716.3,380.85,146.56,20.29,37.44,13.48,355.5,674.75,536.84,871.3,YES,5527.03
region_7930,946.36,1073.61,641.39,475.9,178.22,54.79,11.53,19.16,429.45,374.18,703.58,708.21,YES,5616.379999999999
region_7931,950.16,1106.37,542.9,551.36,72.52,51.19,10.34,3.78,154.06,283.08,765.42,643.28,YES,5134.46
region_7932,906.46,927.99,725.99,330.07,105.03,25.86,20.25,20.88,224.64,589.13,763.29,701.87,YES,5341.46
region_7933,764.95,1137.9,669.41,503.67,195.13,69.53,3.97,8.66,387.42,648.42,737.73,773.64,YES,5900.430000000001
region_7934,1042.13,1176.25,598.22,549.52,150.56,70.11,40.01,8.79,391.15,602.05,634.08,937.6,YES,6200.470000000001
region_7935,1050.73,1003.31,678.43,577.19,141.6,32.33,47.38,24.87,243.25,286.41,696.45,633.8,YES,5415.75
region_7936,773.22,757.52,511.97,598.56,239.22,68.24,5.78,13.76,177.63,505.91,734.69,985.84,NO,5372.34
region_7937,864.58,915.0,463.15,445.68,71.19,23.89,31.0,23.51,380.25,229.17,675.0,822.76,YES,4945.18
region_7938,910.19,989.27,517.48,386.32,107.37,54.33,6.77,9.82,320.34,562.24,435.5,992.89,YES,5292.52
region_7939,623.85,1041.03,663.97,481.81,170.83,49.29,58.08,18.32,379.74,344.49,657.47,938.75,YES,5427.63
region_7940,825.89,845.36,606.6,491.14,199.71,43.3,12.64,13.3,123.99,258.06,441.15,761.71,NO,4622.85
region_7941,1131.49,1085.89,680.5,360.12,150.27,50.51,21.91,11.1,469.87,395.87,754.02,957.23,YES,6068.779999999999
region_7942,1061.63,1008.73,723.96,424.52,148.46,39.94,28.62,10.59,262.72,600.49,665.1,576.64,YES,5551.400000000001
region_7943,1153.18,768.92,501.18,592.82,212.96,38.3,25.28,20.9,462.23,249.72,766.69,898.45,YES,5690.63
region_7944,770.38,799.84,523.84,400.76,133.43,53.15,29.45,14.01,178.3,363.43,366.53,609.73,NO,4242.85
region_7945,983.65,1086.72,676.58,328.32,134.14,24.0,21.91,20.44,413.65,636.39,463.93,715.46,YES,5505.1900000000005
region_7946,1066.93,1095.99,544.57,411.56,100.93,60.46,37.31,2.1,342.88,294.56,543.83,945.17,YES,5446.29
region_7947,1199.89,897.53,741.54,440.41,145.74,44.41,4.41,18.32,462.78,323.65,762.04,804.1,YES,5844.82
region_7948,778.01,1025.82,503.0,410.26,233.33,26.05,14.98,26.78,215.77,640.59,548.06,746.31,NO,5168.960000000001
region_7949,1122.22,1036.69,562.23,407.25,195.7,27.84,39.07,1.65,216.66,682.16,660.44,859.2,YES,5811.11
region_7950,690.71,1105.01,674.62,369.56,223.24,49.59,12.82,21.65,374.82,506.3,767.61,627.6,NO,5423.530000000002
region_7951,1106.73,1003.53,574.99,394.24,147.53,44.25,49.75,26.28,301.01,650.92,708.34,919.12,YES,5926.6900000000005
region_7952,950.3,1010.98,739.21,338.49,104.38,60.45,10.75,6.09,343.36,310.38,497.53,935.1,YES,5307.02
region_7953,1132.0,970.08,514.73,488.24,174.89,28.78,58.12,6.94,311.58,575.08,579.94,924.28,YES,5764.660000000001
region_7954,893.66,821.19,742.97,330.99,235.71,74.43,19.97,3.1,162.31,489.87,737.19,669.37,NO,5180.759999999999
region_7955,1038.4,876.69,714.58,369.54,209.48,52.97,44.97,0.36,304.87,473.79,740.07,795.62,YES,5621.339999999999
region_7956,635.67,1130.59,496.6,482.0,182.37,23.33,53.3,6.51,298.52,250.11,457.45,687.02,NO,4703.469999999999
region_7957,639.07,1091.02,695.55,497.85,179.64,62.01,49.11,13.73,268.99,286.84,573.91,575.54,NO,4933.26
region_7958,872.26,999.04,464.85,431.41,130.16,44.91,40.19,0.2,265.67,253.57,404.12,781.89,NO,4688.2699999999995
region_7959,1060.93,736.68,724.7,435.09,232.52,50.79,6.82,13.34,285.69,321.95,315.67,619.1,NO,4803.280000000001
region_7960,915.02,1028.75,643.89,355.49,180.18,62.7,24.61,4.88,401.18,561.01,745.46,744.4,YES,5667.569999999999
region_7961,855.46,822.9,495.63,394.17,107.25,66.58,17.25,6.77,253.81,227.43,237.98,869.09,NO,4354.32
region_7962,1142.36,857.25,552.81,505.19,105.27,62.36,5.76,0.72,250.88,360.21,464.23,871.08,YES,5178.120000000001
region_7963,809.67,1082.78,680.6,559.83,96.66,22.88,43.34,31.5,384.21,539.56,743.55,833.01,YES,5827.59
region_7964,784.28,849.92,706.27,452.58,123.56,65.17,15.21,20.19,228.48,331.46,482.06,759.97,NO,4819.15
region_7965,995.79,745.94,721.06,511.91,131.77,22.66,52.31,8.37,456.73,514.52,350.34,864.0,YES,5375.4
region_7966,904.13,711.3,458.77,432.98,123.31,34.46,31.63,1.8,406.02,222.08,767.24,538.72,NO,4632.4400000000005
region_7967,831.82,874.02,550.4,456.35,150.52,65.08,30.25,18.44,326.64,669.99,429.16,728.03,NO,5130.7
region_7968,1183.32,954.8,719.28,376.64,123.46,69.65,13.74,21.6,176.1,692.58,521.76,636.88,YES,5489.8099999999995
region_7969,845.46,815.12,504.82,444.53,134.38,35.15,12.51,14.65,404.15,265.92,532.65,753.0,NO,4762.340000000001
region_7970,822.21,1107.15,619.41,557.15,191.64,60.42,28.79,33.47,268.85,380.29,233.25,698.58,YES,5001.209999999999
region_7971,985.43,1068.83,515.26,419.93,171.71,48.06,14.24,10.23,470.57,181.64,617.01,747.8,YES,5250.709999999999
region_7972,938.14,935.59,638.8,358.5,165.49,29.53,39.72,3.37,298.47,588.82,382.01,967.62,YES,5346.0599999999995
region_7973,614.27,869.33,451.53,360.11,93.38,57.43,48.69,31.61,165.88,411.35,678.16,882.75,NO,4664.49
region_7974,623.35,935.81,740.77,337.28,226.98,60.53,42.44,23.37,273.04,529.89,443.01,909.16,NO,5145.63
region_7975,783.7,747.39,601.39,539.47,96.65,48.51,52.53,23.91,288.27,571.0,242.0,830.18,NO,4825.0
region_7976,921.45,1121.78,657.26,410.81,91.68,73.91,22.6,1.33,336.6,608.69,639.26,551.33,YES,5436.699999999999
region_7977,952.54,1174.44,681.99,419.94,101.64,42.03,38.5,31.53,456.93,555.73,312.31,531.14,YES,5298.720000000001
region_7978,1038.8,741.68,606.69,560.07,154.0,73.97,3.11,30.68,418.02,624.11,657.52,579.77,NO,5488.42
region_7979,745.02,1100.9,613.82,550.02,238.15,24.64,45.47,25.8,237.61,221.88,793.55,733.79,YES,5330.650000000001
region_7980,1131.73,890.43,605.43,386.18,174.53,67.2,6.66,22.53,180.08,304.1,361.13,723.46,YES,4853.459999999999
region_7981,672.53,1068.34,507.8,384.14,199.62,29.92,20.2,10.41,136.73,192.02,432.94,631.62,NO,4286.2699999999995
region_7982,819.42,927.44,499.67,335.65,79.0,75.22,40.13,30.08,139.45,184.21,283.55,637.43,NO,4051.25
region_7983,767.53,782.59,688.13,509.1,149.89,33.69,17.54,15.84,291.67,216.87,460.89,638.5,NO,4572.24
region_7984,832.26,825.91,586.79,590.02,212.94,21.69,44.55,13.98,396.94,561.86,580.43,925.7,NO,5593.070000000001
region_7985,767.78,892.45,493.18,443.94,84.22,28.34,32.36,1.29,244.85,691.79,460.15,533.34,NO,4673.69
region_7986,843.05,962.43,546.25,326.93,172.72,79.45,49.39,20.62,466.04,149.81,433.26,530.59,NO,4580.539999999999
region_7987,844.12,1016.52,734.05,402.71,80.89,34.86,17.59,27.4,490.74,218.58,577.36,547.35,YES,4992.17
region_7988,901.02,1092.29,641.81,402.6,229.17,69.92,17.68,6.33,450.74,566.9,294.14,870.3,YES,5542.9
region_7989,1191.19,980.78,503.26,415.05,107.85,29.8,31.93,8.46,443.79,507.17,678.21,794.42,YES,5691.910000000001
region_7990,1059.48,1179.65,686.76,553.97,144.92,59.28,27.72,3.41,233.41,610.49,238.81,847.71,YES,5645.610000000001
region_7991,697.98,771.58,531.29,395.86,86.9,22.1,56.22,15.26,394.45,660.55,766.6,778.95,NO,5177.74
region_7992,1062.74,1151.74,545.74,436.69,93.15,56.38,45.48,18.66,366.75,185.19,772.14,570.26,YES,5304.920000000001
region_7993,699.19,925.18,685.12,512.64,214.1,38.84,37.41,21.13,491.03,493.8,741.63,861.11,NO,5721.179999999999
region_7994,1086.92,830.54,598.81,329.29,223.7,73.52,1.34,11.89,440.08,483.05,451.06,905.93,YES,5436.13
region_7995,1099.64,972.84,732.51,525.11,198.14,71.21,12.83,6.31,452.96,562.39,732.33,765.01,YES,6131.28
region_7996,1009.09,972.9,736.16,597.82,171.25,26.66,51.33,15.96,250.58,441.62,280.86,995.94,YES,5550.17
region_7997,1190.67,768.82,656.65,411.42,103.64,21.75,32.74,21.82,186.95,497.85,267.47,510.27,YES,4670.049999999999
region_7998,935.46,832.75,576.72,376.77,221.12,53.93,15.12,9.43,389.41,529.69,306.92,578.83,NO,4826.15
region_7999,759.82,982.88,455.19,593.95,136.03,59.78,47.22,23.07,429.88,233.2,462.9,589.26,NO,4773.18
region_8000,998.5,833.4,684.15,568.57,231.09,65.57,26.01,15.16,146.15,523.79,470.8,909.72,YES,5472.910000000001
region_8001,729.79,1179.15,730.36,436.18,125.43,63.93,57.75,24.71,285.04,226.67,271.59,607.24,YES,4737.839999999999
region_8002,964.58,1030.87,484.59,393.91,115.42,33.22,37.31,17.36,257.52,695.22,439.2,504.8,YES,4974.0
region_8003,799.37,1084.29,491.53,571.43,180.1,43.3,59.91,7.37,295.0,289.4,283.01,577.33,NO,4682.039999999999
region_8004,1194.63,1062.95,629.61,477.5,72.75,75.23,19.67,23.86,472.63,188.64,513.18,699.0,YES,5429.650000000001
region_8005,615.79,897.26,571.64,550.29,218.0,34.12,54.38,8.97,172.67,378.34,621.36,516.77,NO,4639.59
region_8006,1182.77,863.54,453.9,428.67,213.91,54.63,57.36,5.36,431.7,203.85,535.27,513.18,YES,4944.14
region_8007,773.89,798.61,560.33,338.16,125.09,50.11,44.87,19.05,405.34,651.44,625.81,745.99,NO,5138.6900000000005
region_8008,602.22,792.56,526.66,354.32,130.88,64.22,40.3,33.88,393.43,497.67,779.66,937.42,NO,5153.22
region_8009,1006.45,994.4,720.53,565.8,182.63,45.93,55.17,28.84,397.17,254.66,303.62,907.83,YES,5463.030000000001
region_8010,632.22,892.81,553.7,414.73,159.47,32.17,58.75,16.83,138.17,158.89,387.08,632.07,NO,4076.89
region_8011,1071.85,824.97,478.22,447.54,222.18,75.07,50.68,25.91,268.25,358.57,715.3,710.42,NO,5248.96
region_8012,722.35,746.64,585.64,554.95,134.39,66.77,26.79,34.46,395.31,384.66,546.7,635.3,NO,4833.96
region_8013,847.45,1047.61,455.74,519.77,148.24,39.07,42.62,2.83,427.53,151.63,567.84,640.34,NO,4890.670000000001
region_8014,1015.77,1009.92,506.98,363.78,206.9,29.96,43.76,3.19,246.75,275.95,432.43,521.84,NO,4657.2300000000005
region_8015,716.9,892.29,684.43,580.95,172.94,65.51,27.55,22.4,223.47,537.75,621.52,671.55,NO,5217.26
region_8016,875.56,896.97,628.71,518.63,196.12,45.78,13.77,5.44,257.2,282.6,732.12,861.25,YES,5314.15
region_8017,831.01,919.51,601.33,563.4,153.39,38.81,40.74,9.72,197.13,313.65,721.09,856.37,YES,5246.15
region_8018,1127.25,728.05,543.5,559.59,108.37,79.09,31.85,24.09,168.94,376.92,721.47,967.9,YES,5437.02
region_8019,905.06,1092.26,612.18,531.86,86.49,34.38,53.96,34.9,121.19,530.46,423.37,960.54,YES,5386.650000000001
region_8020,1099.79,718.82,593.42,482.68,88.63,66.65,3.17,27.02,268.88,537.02,391.37,816.98,YES,5094.43
region_8021,685.04,970.22,594.32,354.21,146.93,53.64,21.72,0.29,439.06,609.68,238.85,884.41,NO,4998.369999999999
region_8022,1073.06,771.31,633.03,548.48,121.81,29.39,15.08,8.53,471.76,676.99,676.36,963.89,YES,5989.69
region_8023,1136.69,745.19,689.71,518.9,161.69,79.63,23.27,6.54,164.29,637.2,377.42,618.2,YES,5158.7300000000005
region_8024,830.31,862.48,588.45,455.24,185.68,77.07,17.72,7.45,388.82,445.06,402.11,785.81,NO,5046.199999999999
region_8025,813.04,842.16,516.45,319.42,73.42,53.99,19.56,5.26,204.13,587.23,629.04,791.6,NO,4855.3
region_8026,818.51,792.67,541.98,488.36,160.96,79.83,54.15,20.19,150.39,263.5,365.24,982.33,NO,4718.11
region_8027,895.42,860.03,726.04,532.69,225.02,50.63,39.41,16.72,342.35,644.8,413.92,936.65,YES,5683.679999999999
region_8028,750.18,847.68,716.97,589.27,224.12,39.55,19.53,22.91,202.36,226.57,485.29,569.85,NO,4694.280000000001
region_8029,1098.7,850.86,511.09,329.96,134.69,78.27,48.12,11.78,390.14,202.92,629.84,548.85,NO,4835.22
region_8030,1143.19,1003.84,575.68,592.35,169.77,45.51,9.29,9.07,192.82,131.4,728.91,926.25,YES,5528.080000000001
region_8031,823.47,1025.88,728.55,399.98,117.43,34.59,17.85,4.19,370.83,310.34,739.84,661.09,YES,5234.04
region_8032,657.97,762.55,546.18,318.44,153.59,69.3,32.67,11.88,496.06,631.58,565.42,977.1,NO,5222.740000000001
region_8033,774.81,1085.34,588.23,569.04,204.66,53.43,8.54,22.21,428.69,511.42,680.08,979.3,YES,5905.75
region_8034,778.3,855.44,467.61,362.48,196.06,62.69,39.31,0.79,420.75,358.83,618.66,874.11,NO,5035.03
region_8035,1018.09,796.74,534.19,350.68,82.21,33.26,21.48,9.04,215.53,692.78,245.71,720.09,YES,4719.8
region_8036,1074.31,1051.71,742.35,359.18,193.97,21.74,3.53,16.14,123.07,272.32,485.14,881.56,YES,5225.02
region_8037,1032.19,710.86,598.75,374.54,205.0,71.45,55.88,13.69,241.76,243.46,408.5,614.11,NO,4570.19
region_8038,716.65,1149.67,593.34,499.11,146.77,77.12,31.97,16.34,165.32,475.73,354.03,708.98,YES,4935.030000000001
region_8039,725.74,1011.97,521.79,538.09,160.27,75.16,36.74,27.69,359.5,658.21,623.89,644.25,NO,5383.3
region_8040,1132.65,1183.25,598.46,366.06,88.94,32.37,27.6,8.45,426.8,290.41,639.93,819.73,YES,5614.65
region_8041,821.14,1140.48,619.61,365.06,228.93,27.32,17.0,14.93,463.78,523.6,420.53,801.79,YES,5444.17
region_8042,1115.68,908.77,470.1,436.4,165.36,32.52,41.77,16.58,196.63,140.75,439.72,818.76,YES,4783.040000000001
region_8043,1187.37,957.2,492.34,479.67,222.12,69.21,4.93,3.06,333.83,326.95,679.51,996.36,YES,5752.549999999999
region_8044,778.39,1126.42,486.27,538.38,133.86,59.52,6.17,16.14,360.19,142.59,721.87,945.3,YES,5315.1
region_8045,685.12,1182.03,705.36,488.25,200.32,26.9,39.76,33.0,157.72,477.66,236.74,846.14,YES,5079.000000000001
region_8046,991.18,792.03,651.06,431.13,219.47,38.32,2.86,18.94,366.88,282.3,371.47,616.24,NO,4781.88
region_8047,904.46,1196.37,474.08,417.21,92.86,41.83,15.88,8.96,251.16,584.06,342.56,699.18,YES,5028.610000000001
region_8048,623.09,1046.13,608.48,461.45,115.1,25.44,19.8,34.83,140.8,221.14,626.61,982.8,YES,4905.67
region_8049,974.48,1141.05,700.89,560.87,195.63,56.48,39.67,25.67,457.28,578.39,318.53,993.12,YES,6042.0599999999995
region_8050,1106.67,1179.22,555.8,506.8,104.36,60.97,12.92,26.4,276.97,650.08,479.98,552.87,YES,5513.04
region_8051,712.6,910.3,624.23,481.6,105.95,40.95,37.9,7.77,452.38,403.96,285.72,726.2,NO,4789.5599999999995
region_8052,1181.0,854.8,496.59,589.87,70.65,64.36,49.86,28.28,361.62,177.91,612.04,823.12,YES,5310.099999999999
region_8053,1185.19,950.09,644.54,461.02,142.64,34.63,41.39,22.71,163.05,672.43,309.98,704.01,YES,5331.68
region_8054,639.41,1179.44,692.99,320.22,74.52,39.77,35.24,6.19,228.89,255.5,649.65,720.27,YES,4842.09
region_8055,1021.49,1174.51,666.52,344.25,77.83,35.68,30.38,23.58,369.78,603.35,467.08,991.12,YES,5805.57
region_8056,851.45,860.88,553.13,530.08,122.04,24.16,12.58,27.72,130.56,340.19,476.57,821.08,NO,4750.44
region_8057,965.86,1154.44,687.42,446.47,227.27,36.52,30.03,31.22,135.19,671.14,677.75,967.07,YES,6030.38
region_8058,620.18,1124.65,738.18,599.19,187.8,68.38,46.38,20.14,357.01,355.85,366.82,612.7,NO,5097.28
region_8059,944.41,1112.56,654.2,447.31,97.2,34.23,16.43,30.75,207.12,564.12,276.25,510.56,YES,4895.14
region_8060,1119.25,797.14,555.92,454.82,92.99,78.95,11.68,34.21,407.51,685.39,610.59,558.54,YES,5406.99
region_8061,915.74,1122.89,529.85,463.02,116.39,65.64,38.79,32.84,184.92,195.69,761.66,995.29,YES,5422.72
region_8062,853.26,1080.41,481.76,394.3,219.11,20.83,40.1,34.71,122.64,529.32,293.79,546.74,NO,4616.97
region_8063,926.97,1135.96,534.27,598.34,96.19,39.12,39.47,14.09,302.24,448.41,645.51,621.77,YES,5402.34
region_8064,888.44,845.96,584.83,500.4,74.49,57.48,13.95,18.47,454.74,535.37,452.92,568.35,NO,4995.4
region_8065,999.43,1123.49,613.71,444.29,159.88,54.48,53.81,34.21,174.19,659.44,750.23,909.31,YES,5976.469999999999
region_8066,660.08,710.72,547.5,339.14,159.33,56.84,16.94,32.84,398.02,218.53,384.99,605.19,NO,4130.120000000001
region_8067,648.75,783.58,661.34,451.23,129.62,43.19,29.07,9.99,461.45,579.24,331.16,854.34,NO,4982.96
region_8068,919.51,1031.14,620.59,541.76,177.35,23.27,36.99,22.61,444.2,699.49,752.41,521.65,YES,5790.969999999999
region_8069,1005.43,1117.72,737.34,547.46,233.84,46.08,11.46,32.94,212.58,208.9,336.73,591.66,YES,5082.139999999999
region_8070,1015.09,916.26,528.88,440.77,150.9,38.23,6.45,28.17,413.37,285.23,313.53,599.97,NO,4736.85
region_8071,825.17,960.76,728.14,401.16,129.08,69.67,19.1,1.62,248.52,305.84,308.84,924.85,YES,4922.75
region_8072,1082.22,904.9,575.07,389.0,130.14,25.43,14.33,17.06,159.65,135.66,461.65,519.93,YES,4415.04
region_8073,995.07,840.64,649.85,597.37,185.01,78.03,52.37,11.28,309.55,658.8,708.79,632.49,NO,5719.25
region_8074,964.6,983.86,560.34,598.11,173.77,25.08,10.63,16.2,315.21,280.7,305.88,659.26,YES,4893.64
region_8075,1122.19,855.1,619.22,577.7,84.02,51.04,58.56,3.87,430.65,159.47,241.07,893.81,YES,5096.699999999999
region_8076,919.38,707.04,475.66,317.16,87.28,48.48,55.91,7.04,279.71,686.07,725.99,959.18,YES,5268.900000000001
region_8077,1076.8,1123.94,748.75,401.96,222.8,58.7,10.75,31.03,312.69,574.18,484.44,600.04,YES,5646.08
region_8078,940.45,854.93,696.17,380.24,88.02,44.51,44.45,17.12,452.58,366.67,586.0,725.11,NO,5196.249999999999
region_8079,973.32,749.29,745.25,540.68,91.47,64.44,45.44,27.53,438.32,504.99,537.54,729.18,NO,5447.450000000001
region_8080,863.28,860.53,712.14,332.35,144.84,49.99,37.11,13.48,215.76,191.95,780.74,679.76,YES,4881.929999999999
region_8081,805.19,976.47,596.25,391.75,134.38,72.25,6.0,12.66,280.29,679.19,656.83,765.78,YES,5377.04
region_8082,737.56,976.23,557.19,550.56,216.75,61.82,52.31,34.91,350.15,336.61,584.52,726.83,NO,5185.4400000000005
region_8083,923.57,1121.79,516.65,578.25,158.33,69.27,59.82,32.91,168.14,558.4,292.19,517.18,YES,4996.5
region_8084,1196.84,1032.48,618.57,473.62,174.05,78.55,50.38,11.85,316.68,472.44,491.16,959.23,YES,5875.85
region_8085,914.27,872.59,598.3,544.88,82.47,25.22,34.38,10.03,397.23,676.87,748.38,922.77,YES,5827.389999999999
region_8086,869.52,1053.24,608.16,505.5,100.2,52.39,36.43,2.32,220.06,203.84,381.9,781.95,YES,4815.51
region_8087,1105.14,832.21,545.84,324.18,128.69,20.24,16.88,6.0,187.53,310.01,446.98,713.12,YES,4636.820000000001
region_8088,614.69,856.52,667.44,348.23,156.97,30.7,50.62,3.49,243.91,530.79,622.63,736.45,NO,4862.439999999999
region_8089,1046.07,1056.35,712.55,406.86,232.34,75.86,53.36,23.08,483.54,138.13,623.43,882.67,YES,5734.240000000001
region_8090,941.84,913.45,490.9,378.04,86.63,75.23,16.99,34.78,329.62,445.35,298.64,564.58,NO,4576.05
region_8091,1044.25,742.87,674.16,381.42,77.06,34.62,8.87,25.66,389.53,213.59,724.16,648.91,YES,4965.099999999999
region_8092,823.18,727.57,608.08,336.67,85.8,43.53,35.25,27.86,472.15,331.59,455.23,645.72,NO,4592.630000000001
region_8093,1131.87,797.13,596.72,498.47,195.32,65.57,57.66,2.0,201.22,484.66,458.81,588.95,NO,5078.38
region_8094,797.49,970.91,541.91,345.9,200.83,32.98,9.54,20.88,397.53,563.58,522.08,827.2,NO,5230.83
region_8095,1036.03,1160.8,485.77,367.39,212.42,65.25,8.3,26.59,144.88,534.3,551.14,668.68,YES,5261.550000000001
region_8096,1026.82,1157.8,646.44,369.58,231.83,43.0,59.29,24.75,426.54,636.33,248.33,794.86,YES,5665.57
region_8097,684.62,978.89,543.3,594.08,146.72,62.89,36.41,3.19,438.38,169.2,448.38,829.05,NO,4935.11
region_8098,868.03,718.18,492.72,413.61,228.54,49.69,28.67,16.68,390.1,276.6,614.06,868.98,NO,4965.860000000001
region_8099,1173.17,900.22,470.43,489.77,173.23,32.85,50.0,12.42,429.53,620.85,518.45,971.79,YES,5842.71
region_8100,1059.5,1052.54,688.35,585.74,186.16,59.2,54.94,16.16,402.84,599.18,764.12,858.01,YES,6326.74
region_8101,998.14,1178.07,550.46,482.77,223.15,78.5,56.75,3.97,170.96,463.14,724.95,941.59,YES,5872.45
region_8102,1101.94,817.42,670.07,344.29,227.77,59.88,45.52,33.02,334.4,505.67,568.14,797.81,YES,5505.93
region_8103,869.43,761.21,731.59,450.42,162.78,71.05,18.91,10.43,197.65,159.94,561.3,624.74,NO,4619.45
region_8104,921.33,1120.18,747.43,454.44,159.03,24.72,59.03,22.31,233.78,196.07,726.03,788.7,YES,5453.05
region_8105,721.49,1008.84,644.74,555.41,188.7,41.88,49.12,8.52,442.72,211.07,574.2,615.61,NO,5062.299999999999
region_8106,923.59,769.68,528.52,425.61,152.83,29.33,22.9,19.72,371.51,426.52,694.14,650.72,NO,5015.07
region_8107,1184.32,750.21,559.82,478.93,91.3,50.66,52.73,32.48,237.93,193.92,578.18,835.98,YES,5046.459999999999
region_8108,992.79,1004.09,531.02,429.2,184.05,70.82,12.08,11.83,408.22,324.12,342.91,638.65,NO,4949.78
region_8109,685.93,728.22,650.81,452.2,199.22,47.81,6.46,11.02,424.07,170.73,287.27,859.9,NO,4523.639999999999
region_8110,601.64,773.76,748.91,587.09,87.63,70.8,15.25,24.06,407.0,467.2,609.39,671.65,NO,5064.38
region_8111,1060.86,864.45,565.5,430.63,188.35,68.89,25.75,19.07,265.44,553.27,704.94,595.53,NO,5342.679999999999
region_8112,773.93,835.33,653.78,490.96,162.88,74.66,38.79,8.16,434.55,597.52,238.89,810.2,NO,5119.65
region_8113,932.13,916.88,599.19,593.99,216.37,56.56,54.85,23.6,236.37,343.03,314.56,867.64,YES,5155.17
region_8114,1008.22,920.36,639.15,562.24,128.42,26.96,27.49,1.38,152.91,576.75,243.31,818.55,YES,5105.740000000001
region_8115,627.92,962.53,654.5,346.0,90.65,30.15,10.98,18.79,362.0,583.48,780.24,951.01,YES,5418.25
region_8116,1027.36,1025.62,503.47,441.81,146.41,46.44,13.87,21.18,284.37,461.02,424.18,660.42,YES,5056.15
region_8117,974.2,1185.41,488.05,419.32,168.09,51.77,9.06,13.66,268.13,189.03,263.97,694.66,YES,4725.35
region_8118,712.92,798.66,742.32,476.46,146.74,42.34,57.35,9.34,373.11,280.36,680.42,966.79,NO,5286.81
region_8119,708.32,1195.34,537.13,398.81,114.15,70.81,22.5,10.07,194.55,148.01,232.78,802.21,YES,4434.68
region_8120,942.13,811.9,534.84,339.34,189.73,64.03,34.44,10.16,307.17,394.99,362.05,873.14,NO,4863.920000000001
region_8121,888.21,1001.64,650.41,346.48,79.36,59.07,40.56,26.64,140.27,150.03,735.4,749.21,YES,4867.28
region_8122,643.35,751.02,685.51,383.5,233.76,43.07,20.93,4.29,134.38,275.83,482.02,614.01,NO,4271.67
region_8123,1133.81,776.48,578.17,517.28,193.21,67.41,51.46,21.67,434.68,515.74,473.5,604.62,NO,5368.03
region_8124,1003.85,813.28,694.92,498.55,107.04,26.85,50.82,34.07,307.34,305.92,465.61,921.95,YES,5230.200000000001
region_8125,690.24,810.87,663.16,586.85,198.28,77.79,8.67,26.4,479.73,621.27,308.45,634.23,NO,5105.9400000000005
